,start_time,end_time,start_soc,end_soc,ev_id,station_type,station_power
120,2023-01-01 18:33:04.488159,2023-01-01 19:44:21.340011,0.8695197740112995,0.9869519774011299,762e2cf32bff1154b63cbff58d3fc679,Residential Slow (7.2 kW),7.2
121,2023-01-02 18:29:04.449993,2023-01-02 18:36:27.875919,0.9864717514124295,0.9986471751412429,762e2cf32bff1154b63cbff58d3fc679,Residential Slow (7.2 kW),7.2
122,2023-01-03 18:24:04.501914,2023-01-03 18:25:04.585247,0.9981669491525424,0.9998166949152543,762e2cf32bff1154b63cbff58d3fc679,Residential Slow (7.2 kW),7.2
123,2023-01-04 18:30:04.510382,2023-01-04 18:30:26.259456,0.9993364689265538,0.9999336468926554,762e2cf32bff1154b63cbff58d3fc679,Residential Slow (7.2 kW),7.2
124,2023-01-05 18:28:04.436334,2023-01-05 18:28:22.351982,0.999453420903955,0.9999453420903955,762e2cf32bff1154b63cbff58d3fc679,Residential Slow (7.2 kW),7.2
125,2023-01-06 18:32:04.138018,2023-01-06 18:32:20.620941,0.9994971311676083,0.9999497131167608,762e2cf32bff1154b63cbff58d3fc679,Residential Slow (7.2 kW),7.2
126,2023-01-01 18:31:27.697079,2023-01-01 23:41:02.511894,0.7618613485280152,0.9761861348528016,18ac7d005ff2cfa17dc6e65a9daa2bc1,Residential Slow (3.6 kW),3.6
127,2023-01-02 18:36:38.222182,2023-01-02 19:58:09.777738,0.9372877492877494,0.993728774928775,18ac7d005ff2cfa17dc6e65a9daa2bc1,Residential Slow (3.6 kW),3.6
128,2023-01-03 18:36:01.052871,2023-01-03 19:30:21.566451,0.9581985438429884,0.9958198543842989,18ac7d005ff2cfa17dc6e65a9daa2bc1,Residential Slow (3.6 kW),3.6
129,2023-01-04 18:42:42.795039,2023-01-04 19:38:48.846397,0.9568454954099399,0.995684549540994,18ac7d005ff2cfa17dc6e65a9daa2bc1,Residential Slow (3.6 kW),3.6
130,2023-01-05 18:42:39.201598,2023-01-05 19:38:04.448709,0.9573686267806268,0.9957368626780627,18ac7d005ff2cfa17dc6e65a9daa2bc1,Residential Slow (3.6 kW),3.6
131,2023-01-06 18:32:23.454800,2023-01-06 19:27:05.115314,0.9579274293130737,0.9957927429313074,18ac7d005ff2cfa17dc6e65a9daa2bc1,Residential Slow (3.6 kW),3.6
132,2023-01-01 18:28:36.984325,2023-01-01 22:14:25.996671,0.7933201506591339,0.9793320150659134,c85174a74e22c4f551c6184c465b5b5c,Residential Slow (3.6 kW),3.6
133,2023-01-02 18:26:31.511026,2023-01-02 19:06:52.585100,0.963068361581921,0.9963068361581922,c85174a74e22c4f551c6184c465b5b5c,Residential Slow (3.6 kW),3.6
134,2023-01-03 18:32:46.182905,2023-01-03 18:56:13.105127,0.9785384745762713,0.9978538474576272,c85174a74e22c4f551c6184c465b5b5c,Residential Slow (3.6 kW),3.6
135,2023-01-04 18:37:41.901752,2023-01-04 18:58:43.334715,0.980757802259887,0.9980757802259888,c85174a74e22c4f551c6184c465b5b5c,Residential Slow (3.6 kW),3.6
136,2023-01-05 18:37:40.933766,2023-01-05 18:58:36.212865,0.9808516747645952,0.9980851674764595,c85174a74e22c4f551c6184c465b5b5c,Residential Slow (3.6 kW),3.6
137,2023-01-06 18:30:43.514504,2023-01-06 18:52:11.758463,0.9803488209604518,0.9980348820960452,c85174a74e22c4f551c6184c465b5b5c,Residential Slow (3.6 kW),3.6
138,2023-01-01 18:28:23.994967,2023-01-01 19:31:01.772745,0.7494814814814815,0.9749481481481481,2772e988f6cb4aa5db3c9cb68289db51,Residential Slow (3.6 kW),3.6
139,2023-01-02 18:30:19.549753,2023-01-02 19:08:46.438642,0.8462074074074073,0.9846207407407408,2772e988f6cb4aa5db3c9cb68289db51,Residential Slow (3.6 kW),3.6
140,2023-01-03 18:28:17.025260,2023-01-03 19:04:01.047482,0.8570651851851854,0.9857065185185185,2772e988f6cb4aa5db3c9cb68289db51,Residential Slow (3.6 kW),3.6
141,2023-01-04 18:39:30.385929,2023-01-04 19:16:15.899262,0.8529657777777777,0.9852965777777778,2772e988f6cb4aa5db3c9cb68289db51,Residential Slow (3.6 kW),3.6
142,2023-01-05 18:28:09.541309,2023-01-05 19:02:34.537087,0.8623336148148149,0.9862333614814814,2772e988f6cb4aa5db3c9cb68289db51,Residential Slow (3.6 kW),3.6
143,2023-01-06 18:33:27.498529,2023-01-06 19:10:00.664773,0.8537889170370371,0.9853788917037037,2772e988f6cb4aa5db3c9cb68289db51,Residential Slow (3.6 kW),3.6
144,2023-01-01 19:11:15.257346,2023-01-02 00:31:22.788210,0.4140075329566855,0.9414007532956685,da3a6902c5bff231881f2af47e486d75,Residential Slow (7.2 kW),7.2
145,2023-01-02 19:09:32.533526,2023-01-02 23:30:55.940933,0.5215231638418079,0.9521523163841807,da3a6902c5bff231881f2af47e486d75,Residential Slow (7.2 kW),7.2
146,2023-01-03 19:06:08.763017,2023-01-03 23:27:51.239560,0.5209413935969867,0.9520941393596987,da3a6902c5bff231881f2af47e486d75,Residential Slow (7.2 kW),7.2
147,2023-01-04 19:04:50.793249,2023-01-04 23:18:11.473002,0.5362504482109229,0.9536250448210923,da3a6902c5bff231881f2af47e486d75,Residential Slow (7.2 kW),7.2
148,2023-01-05 19:12:20.858422,2023-01-05 23:19:37.593064,0.5473538583804143,0.9547353858380414,da3a6902c5bff231881f2af47e486d75,Residential Slow (7.2 kW),7.2
149,2023-01-06 19:16:29.470886,2023-01-06 23:41:44.255461,0.5144641993973633,0.9514464199397363,da3a6902c5bff231881f2af47e486d75,Residential Slow (7.2 kW),7.2
150,2023-01-01 08:16:10.090918,2023-01-01 09:33:51.814824,0.6983590413943356,0.9698359041394335,24b50355fc0b9764eec887def1db6701,Private Semi-fast (22 kW),22.0
151,2023-01-01 13:19:00.567157,2023-01-01 13:52:57.554362,0.8681949455337691,0.9868194945533769,24b50355fc0b9764eec887def1db6701,Private Semi-fast (22 kW),22.0
